Country,Population,Birth_Rate,Life_expectancy,Latitude,Longitude,continent,date,total_cases,total_deaths,total_vaccinations,total_tests,new_cases,2022_Population,2020_Population,Rank,Growth_Rate,Area,Density
Latvia,"1,912,789",10,74.7,56.879635,24.603189,Europe,10/16/2021,183239,2881,1784502,4610769,2799,1850651,1897052,151,0.9876,64559,28.666
India,"1,366,417,754",17.86,69.4,20.593684,78.96288,Asia,10/16/2021,34067719,452124,972686142,589835258,14146,1417173173,1396387127,2,1.0068,3287590,431.0675
United Arab Emirates,"9,770,529",10.33,77.8,23.424076,53.847818,Asia,10/16/2021,738487,2118,20661005,88935332,115,9441129,9287289,97,1.0081,83600,112.9322
Turkey,"83,429,615",16.03,77.4,38.963745,35.243322,Asia,10/16/2021,7630163,67437,113862236,91964420,28537,85341241,84135428,18,1.0067,783562,108.9145
Zambia,"17,861,030",36.19,63.5,-13.133897,27.849332,Africa,10/16/2021,209505,3658,843347,2538613,28,20017675,18927715,63,1.028,752612,26.5976
Thailand,"69,625,582",10.34,76.9,15.870032,100.992541,Asia,10/16/2021,1772838,18205,64139022,14552092,10648,71697030,71475664,20,1.0013,513120,139.7276
Vietnam,"96,462,106",16.75,75.3,14.058324,108.277199,Asia,10/16/2021,860860,21131,61919937,57525421,3221,98186856,96648685,16,1.0074,331212,296.4472
Luxembourg,"645,397",10.3,82.1,49.815273,6.129583,Europe,10/16/2021,79720,839,805315,3560230,0,647599,630399,168,1.0129,2586,250.425
Australia,"25,766,605",12.6,82.7,-25.274398,133.775136,Oceania,10/16/2021,143204,1532,32418073,40879808,2173,26177413,25670051,55,1.0099,7692024,3.4032
South Korea,"51,709,098",6.4,82.6,35.907757,127.766922,Asia,10/16/2021,342396,2660,72416231,31553850,1418,51815810,51844690,29,0.9997,100210,517.0722
Estonia,"1,331,824",10.9,78.2,58.595272,25.013607,Europe,10/16/2021,171395,1422,1405181,2034046,1236,1326062,1329444,156,0.998,45227,29.3201
Uruguay,"3,461,734",13.86,77.8,-32.522779,-55.765835,South America,10/16/2021,390915,6067,6508981,3699148,153,3422794,3429086,133,0.999,181034,18.9069
Guatemala,"16,604,026",24.56,74.1,15.783471,-90.230759,North America,10/16/2021,587687,14266,8036610,2765929,1369,17843908,17362718,68,1.0134,108889,163.8725
Indonesia,"270,203,917",18.07,71.5,-0.789275,113.921327,Asia,10/16/2021,4234011,142933,168836886,28893860,997,275501339,271857970,4,1.0064,1904569,144.6529
Ecuador,"17,373,662",19.72,76.8,-1.831239,-78.183406,South America,10/16/2021,513557,32928,21405209,1786875,531,18001000,17588595,67,1.0114,276841,65.0229
Poland,"37,970,874",10.2,77.6,51.919438,19.145136,Europe,10/16/2021,2937069,76111,38280933,21084470,3235,39857145,38428366,37,1.0404,312679,127.4698
Saudi Arabia,"34,268,528",17.8,75,23.885942,45.079162,Asia,10/16/2021,547890,8760,44521775,29746922,45,36408820,35997107,41,1.0128,2149690,16.9368
Sri Lanka,"21,803,000",15.83,76.8,7.873054,80.771797,Asia,10/16/2021,531070,13472,27488241,5930104,649,21832143,21715079,61,1.0027,65610,332.7563
Peru,"32,510,453",17.95,76.5,-9.189967,-75.015152,South America,10/16/2021,2189165,199816,32652718,18501179,814,34049588,33304756,44,1.0099,1285216,26.4933
Belgium,"11,484,055",10.3,81.6,50.503887,4.469936,Europe,10/16/2021,1279869,25747,17302563,20847938,0,11655930,11561717,81,1.0038,30528,381.8111
Panama,"4,246,439",18.98,78.3,8.537981,-80.782127,North America,10/16/2021,469998,7288,5334950,3976308,0,4408581,4294396,128,1.0132,75417,58.4561
Malaysia,"32,447,385",16.75,76,4.210484,101.975766,Asia,10/16/2021,2384542,27858,48175121,32592286,7509,33938221,33199993,45,1.0109,330803,102.5934
Qatar,"2,832,067",9.54,80.1,25.354826,51.183884,Asia,10/16/2021,237867,608,4787360,2549706,69,2695122,2760385,143,1.0026,11586,232.6189
Lithuania,"2,786,844",10,75.7,55.169438,23.881275,Europe,10/16/2021,366481,5406,3310808,5550449,2851,2750055,2820267,141,0.9869,65300,42.1142
France,"67,059,887",11.3,82.5,46.227638,2.213749,Europe,10/16/2021,7129886,117297,97914096,151161829,4899,64626628,64480053,23,1.0015,551695,117.1419
United Kingdom,"66,834,405",11,81.3,55.378051,-3.435973,Europe,10/16/2021,8416659,138627,98724853,307083443,42871,67508936,67059474,21,1.0034,242900,277.9289
Maldives,"530,953",14.2,78.6,3.202778,73.22068,Asia,10/16/2021,86088,237,744848,1581571,111,523787,514438,174,1.0045,300,1745.9567
Chile,"18,952,038",12.43,80,-35.675147,-71.542969,South America,10/16/2021,1669236,37597,34233760,22432801,1689,19603733,19300315,65,1.0057,756102,25.9274
Malta,"502,653",9.2,82.3,35.937496,14.375416,Europe,10/16/2021,37445,459,852233,1316178,8,533286,515357,173,1.0124,316,1687.6139
Slovenia,"2,087,946",9.4,81,46.151241,14.995463,Europe,10/16/2021,307503,4635,2167587,1650474,1439,2119844,2117641,148,1.0002,20273,104.5649
Liechtenstein,"38,019",9.9,83,47.1410392,9.520935,Europe,10/16/2021,3584,60,47262,70742,0,39327,38756,216,1.0074,160,245.7937
India,"1,366,417,754",17.86,69.4,20.593684,78.96288,Asia,10/17/2021,34081315,452290,976344696,590935381,13596,1417173173,1396387127,2,1.0068,3287590,431.0675
Bahrain,"1,501,635",13.99,77.2,26.0667,50.5577,Asia,10/17/2021,276118,1391,2708159,6717283,88,1472233,1477469,154,1.0061,765,1924.4876
Zimbabwe,"14,645,468",30.68,61.2,-19.015438,29.154857,Africa,10/17/2021,132368,4658,5683279,1331399,35,16320537,15669666,74,1.0204,390757,41.7665
Vietnam,"96,462,106",16.75,75.3,14.058324,108.277199,Asia,10/17/2021,864053,21194,63434180,57727568,3193,98186856,96648685,16,1.0074,331212,296.4472
Spain,"47,076,781",7.9,83.3,40.463667,-3.74922,Europe,10/17/2021,4984386,86974,71048577,60844357,0,47558630,47363807,30,1.0015,505992,93.9909
South Korea,"51,709,098",6.4,82.6,35.907757,127.766922,Asia,10/17/2021,343445,2668,72437810,31647479,1049,51815810,51844690,29,0.9997,100210,517.0722
Myanmar,"54,045,420",17.55,66.9,21.916221,95.955974,Asia,10/17/2021,487853,18359,15797703,4625179,1002,54179306,53423198,26,1.0071,676578,80.0784
Saudi Arabia,"34,268,528",17.8,75,23.885942,45.079162,Asia,10/17/2021,547931,8763,44652849,29796124,41,36408820,35997107,41,1.0128,2149690,16.9368
Chile,"18,952,038",12.43,80,-35.675147,-71.542969,South America,10/17/2021,1670750,37609,34234577,22497971,1514,19603733,19300315,65,1.0057,756102,25.9274
Estonia,"1,331,824",10.9,78.2,58.595272,25.013607,Europe,10/17/2021,172514,1426,1406610,2039034,1119,1326062,1329444,156,0.998,45227,29.3201
Thailand,"69,625,582",10.34,76.9,15.870032,100.992541,Asia,10/17/2021,1783701,18273,65202741,14588301,10863,71697030,71475664,20,1.0013,513120,139.7276
Finland,"5,520,314",8.6,81.7,61.92411,25.748151,Europe,10/17/2021,151649,1184,7983259,7355214,344,5540745,5529468,118,1.0009,338424,16.3722
Latvia,"1,912,789",10,74.7,56.879635,24.603189,Europe,10/17/2021,185614,2890,1789500,4626740,2375,1850651,1897052,151,0.9876,64559,28.666
Malta,"502,653",9.2,82.3,35.937496,14.375416,Europe,10/17/2021,37453,459,853683,1317826,8,533286,515357,173,1.0124,316,1687.6139
Morocco,"36,910,560",18.94,76.5,31.791702,-7.09262,Africa,10/17/2021,942132,14544,44867769,8988264,269,37457971,36688772,40,1.0103,446550,83.883
France,"67,059,887",11.3,82.5,46.227638,2.213749,Europe,10/17/2021,7133664,117302,97926716,151222500,3778,64626628,64480053,23,1.0015,551695,117.1419
Germany,"83,132,799",9.5,80.9,51.165691,10.451526,Europe,10/17/2021,4382019,94632,110206777,77232755,6766,83369843,83328988,19,0.9995,357114,233.4544
Lithuania,"2,786,844",10,75.7,55.169438,23.881275,Europe,10/17/2021,368641,5439,3311261,5560588,2160,2750055,2820267,141,0.9869,65300,42.1142
Colombia,"50,339,443",14.88,77.1,4.570868,-74.297333,South America,10/17/2021,4981532,126865,44660557,26210517,1299,51874024,50930662,28,1.0069,1141748,45.4339
Switzerland,"8,574,832",10,83.6,46.818188,8.227512,Europe,10/17/2021,854591,11156,10872405,10946481,0,8740472,8638613,101,1.0056,41284,211.7157
Azerbaijan,"10,023,318",14,72.9,40.143105,47.576927,Asia,10/17/2021,502207,6765,9194432,5032555,3577,10358074,10284951,91,1.0044,86600,119.6082
Qatar,"2,832,067",9.54,80.1,25.354826,51.183884,Asia,10/17/2021,237929,608,4790350,2568941,62,2695122,2760385,143,1.0026,11586,232.6189
Philippines,"108,116,615",20.55,71.1,12.879721,121.774017,Asia,10/17/2021,2720368,40675,52303905,20975002,6859,115559009,112190977,13,1.0147,342353,337.5434
Liechtenstein,"38,019",9.9,83,47.1410392,9.520935,Europe,10/17/2021,3584,60,47262,70837,0,39327,38756,216,1.0074,160,245.7937
United States,"328,239,523",11.6,78.5,37.09024,-95.712891,North America,10/17/2021,45017786,726361,414002007,610171579,31071,338289857,335942003,3,1.0038,9372610,36.0935
Bolivia,"11,513,100",21.75,71.2,-16.290154,-63.588653,South America,10/17/2021,506654,18834,7143477,2533280,504,12224110,11936162,80,1.012,1098581,11.1272
Slovakia,"5,454,073",10.6,77.2,48.669026,19.699024,Europe,10/17/2021,837146,12846,4850865,42555626,2171,5643453,5456681,116,1.0359,49037,115.0856
South Africa,"58,558,270",20.51,63.9,-30.559482,22.937506,Africa,10/17/2021,2916593,88612,20200231,18174247,414,59893885,58801927,24,1.0084,1221037,49.0517
Uruguay,"3,461,734",13.86,77.8,-32.522779,-55.765835,South America,10/17/2021,391044,6069,6508998,3704612,129,3422794,3429086,133,0.999,181034,18.9069
United Arab Emirates,"9,770,529",10.33,77.8,23.424076,53.847818,Asia,10/17/2021,738586,2120,20676621,89252586,99,9441129,9287289,97,1.0081,83600,112.9322
Bangladesh,"167,310,838",18.18,72.3,23.684994,90.356331,Asia,10/17/2021,1565488,27768,56317857,10073452,314,171186372,167420951,8,1.0108,147570,1160.035
Ecuador,"17,373,662",19.72,76.8,-1.831239,-78.183406,South America,10/17/2021,513557,32928,21410061,1788830,0,18001000,17588595,67,1.0114,276841,65.0229
Malaysia,"32,447,385",16.75,76,4.210484,101.975766,Asia,10/17/2021,2390687,27921,48317790,32680968,6145,33938221,33199993,45,1.0109,330803,102.5934
Norway,"5,347,896",10.4,82.8,60.472024,8.468946,Europe,10/17/2021,196351,884,7987941,7920964,209,5434319,5379839,120,1.0058,323802,16.7828
Canada,"36,991,981",10.1,81.9,56.130366,-106.346771,North America,10/17/2021,1684634,28585,57652265,45052678,1292,38454327,37888705,39,1.0078,9984670,3.8513
Jordan,"10,101,694",21.98,74.4,30.585164,36.238414,Asia,10/17/2021,841489,10879,7238510,10518956,1372,11285869,10928721,83,1.0123,89342,126.3221
Guatemala,"16,604,026",24.56,74.1,15.783471,-90.230759,North America,10/17/2021,588069,14330,8054936,2770204,382,17843908,17362718,68,1.0134,108889,163.8725
Israel,"9,053,300",20.8,82.8,31.046051,34.851612,Asia,10/17/2021,1316317,7999,15814753,28356426,1000,9038309,8757489,98,1.0155,20770,435.1617
Armenia,"2,957,731",13.99,74.9,40.069099,45.038189,Asia,10/17/2021,281991,5778,620698,1898329,1697,2780469,2805608,140,0.9962,29743,93.4831
Sri Lanka,"21,803,000",15.83,76.8,7.873054,80.771797,Asia,10/17/2021,531648,13484,27545979,5940962,578,21832143,21715079,61,1.0027,65610,332.7563
Japan,"126,226,568",7.4,84.2,36.204824,138.252924,Asia,10/17/2021,1718324,18101,180219121,24660231,428,123951692,125244761,11,0.9947,377930,327.9753
Slovenia,"2,087,946",9.4,81,46.151241,14.995463,Europe,10/17/2021,308136,4638,2167626,1651831,633,2119844,2117641,148,1.0002,20273,104.5649
Denmark,"5,818,553",10.6,81,56.26392,9.501785,Europe,10/17/2021,368651,2685,8915933,41880379,591,5882261,5825641,115,1.0048,43094,136.4984
Maldives,"530,953",14.2,78.6,3.202778,73.22068,Asia,10/17/2021,86165,238,745288,1584781,77,523787,514438,174,1.0045,300,1745.9567
United Kingdom,"66,834,405",11,81.3,55.378051,-3.435973,Europe,10/17/2021,8461409,138684,98877987,308099382,44750,67508936,67059474,21,1.0034,242900,277.9289
Belgium,"11,484,055",10.3,81.6,50.503887,4.469936,Europe,10/17/2021,1279869,25747,17303757,20871840,0,11655930,11561717,81,1.0038,30528,381.8111
Turkey,"83,429,615",16.03,77.4,38.963745,35.243322,Asia,10/17/2021,7654277,67623,113971512,92305846,24114,85341241,84135428,18,1.0067,783562,108.9145
El Salvador,"6,453,553",18.25,73.1,13.794185,-88.89653,North America,10/17/2021,110188,3477,8141990,974058,0,6336392,6292731,112,1.0035,21041,301.145
Sweden,"10,285,453",11.4,82.5,60.128161,18.643501,Europe,10/17/2021,1161933,14956,14255304,12738145,0,10549347,10368969,87,1.0079,450295,23.4276
Mexico,"126,014,024",17.6,75,23.634501,-102.552784,North America,10/17/2021,3757056,284381,110574539,10746087,1993,127504125,125998302,10,1.0063,1964375,64.9082
Indonesia,"270,203,917",18.07,71.5,-0.789275,113.921327,Asia,10/17/2021,4234758,142952,170235796,29040820,747,275501339,271857970,4,1.0064,1904569,144.6529
Peru,"32,510,453",17.95,76.5,-9.189967,-75.015152,South America,10/17/2021,2190009,199843,32941598,18538550,844,34049588,33304756,44,1.0099,1285216,26.4933
Italy,"60,297,396",7.3,82.9,41.87194,12.56738,Europe,10/17/2021,4717899,131541,87764518,97724420,2435,59037474,59500579,25,0.9966,301336,195.9191
Poland,"37,970,874",10.2,77.6,51.919438,19.145136,Europe,10/17/2021,2939590,76112,38286490,21112887,2521,39857145,38428366,37,1.0404,312679,127.4698
Australia,"25,766,605",12.6,82.7,-25.274398,133.775136,Oceania,10/17/2021,145263,1543,32577130,41039341,2059,26177413,25670051,55,1.0099,7692024,3.4032
Panama,"4,246,439",18.98,78.3,8.537981,-80.782127,North America,10/17/2021,470264,7291,5334965,3981088,266,4408581,4294396,128,1.0132,75417,58.4561
Romania,"19,356,544",9.6,75.4,45.943161,24.96676,Europe,10/18/2021,1467401,42042,11233327,13934089,10141,19659267,19442038,64,1.0171,238391,82.4665
Canada,"36,991,981",10.1,81.9,56.130366,-106.346771,North America,10/18/2021,1690065,28656,57762356,45140412,5431,38454327,37888705,39,1.0078,9984670,3.8513
Saudi Arabia,"34,268,528",17.8,75,23.885942,45.079162,Asia,10/18/2021,547969,8765,44698978,29841399,38,36408820,35997107,41,1.0128,2149690,16.9368
El Salvador,"6,453,553",18.25,73.1,13.794185,-88.89653,North America,10/18/2021,110188,3490,8178337,976628,0,6336392,6292731,112,1.0035,21041,301.145
Mongolia,"3,225,167",24.13,69.7,46.862496,103.846656,Asia,10/18/2021,498903,1574,4390301,4133659,3693,3398366,3294335,134,1.0151,1564110,2.1727
Lithuania,"2,786,844",10,75.7,55.169438,23.881275,Europe,10/18/2021,370119,5456,3317898,5585267,1478,2750055,2820267,141,0.9869,65300,42.1142
Jordan,"10,101,694",21.98,74.4,30.585164,36.238414,Asia,10/18/2021,843204,10887,7249891,10547055,1715,11285869,10928721,83,1.0123,89342,126.3221
Costa Rica,"5,047,561",13.97,80.1,9.748917,-83.753428,North America,10/18/2021,552953,6857,6124445,1997467,1809,5180829,5123105,124,1.0052,51100,101.3861
United Kingdom,"66,834,405",11,81.3,55.378051,-3.435973,Europe,10/18/2021,8510159,138729,99119443,309094889,48750,67508936,67059474,21,1.0034,242900,277.9289
Bangladesh,"167,310,838",18.18,72.3,23.684994,90.356331,Asia,10/18/2021,1565827,27778,57279405,10092264,339,171186372,167420951,8,1.0108,147570,1160.035
Liechtenstein,"38,019",9.9,83,47.1410392,9.520935,Europe,10/18/2021,3589,60,47546,70988,5,39327,38756,216,1.0074,160,245.7937
Zimbabwe,"14,645,468",30.68,61.2,-19.015438,29.154857,Africa,10/18/2021,132368,4658,5724592,1335238,0,16320537,15669666,74,1.0204,390757,41.7665
Luxembourg,"645,397",10.3,82.1,49.815273,6.129583,Europe,10/18/2021,79982,839,806673,3562703,262,647599,630399,168,1.0129,2586,250.425
Chile,"18,952,038",12.43,80,-35.675147,-71.542969,South America,10/18/2021,1672065,37620,34425925,22549945,1315,19603733,19300315,65,1.0057,756102,25.9274
Suriname,"581,372",18.54,71.6,3.919305,-56.027783,South America,10/18/2021,46996,1029,428297,48045,549,618040,607065,170,1.0082,163820,3.7727
Panama,"4,246,439",18.98,78.3,8.537981,-80.782127,North America,10/18/2021,470395,7294,5338097,3984184,131,4408581,4294396,128,1.0132,75417,58.4561
Norway,"5,347,896",10.4,82.8,60.472024,8.468946,Europe,10/18/2021,196896,884,7991443,7932843,545,5434319,5379839,120,1.0058,323802,16.7828
Guatemala,"16,604,026",24.56,74.1,15.783471,-90.230759,North America,10/18/2021,588262,14387,8113337,2785421,193,17843908,17362718,68,1.0134,108889,163.8725
Belgium,"11,484,055",10.3,81.6,50.503887,4.469936,Europe,10/18/2021,1289033,25780,17315755,20923612,9164,11655930,11561717,81,1.0038,30528,381.8111
Colombia,"50,339,443",14.88,77.1,4.570868,-74.297333,South America,10/18/2021,4982575,126886,44731300,26239165,1043,51874024,50930662,28,1.0069,1141748,45.4339
Peru,"32,510,453",17.95,76.5,-9.189967,-75.015152,South America,10/18/2021,2190396,199882,33147476,18558389,387,34049588,33304756,44,1.0099,1285216,26.4933
Malta,"502,653",9.2,82.3,35.937496,14.375416,Europe,10/18/2021,37464,459,856311,1319301,11,533286,515357,173,1.0124,316,1687.6139
Hungary,"9,769,949",9.6,75.8,47.162494,19.503304,Europe,10/18/2021,836389,30402,12478893,6721517,3274,9967308,9750573,94,1.0265,93028,107.1431
Slovenia,"2,087,946",9.4,81,46.151241,14.995463,Europe,10/18/2021,308501,4641,2170784,1657068,365,2119844,2117641,148,1.0002,20273,104.5649
Denmark,"5,818,553",10.6,81,56.26392,9.501785,Europe,10/18/2021,369403,2688,8928851,41934532,752,5882261,5825641,115,1.0048,43094,136.4984
New Zealand,"4,841,000",11.98,81.9,-40.900557,174.885971,Oceania,10/18/2021,5153,28,6394730,3773075,98,5185288,5061133,123,1.0108,270467,19.1716
Qatar,"2,832,067",9.54,80.1,25.354826,51.183884,Asia,10/18/2021,237996,608,4793618,2590137,67,2695122,2760385,143,1.0026,11586,232.6189
Philippines,"108,116,615",20.55,71.1,12.879721,121.774017,Asia,10/18/2021,2727286,40761,52783354,21021071,6918,115559009,112190977,13,1.0147,342353,337.5434
Ecuador,"17,373,662",19.72,76.8,-1.831239,-78.183406,South America,10/18/2021,513676,32928,21448846,1789980,119,18001000,17588595,67,1.0114,276841,65.0229
Portugal,"10,269,417",8.5,81.3,39.399872,-8.224454,Europe,10/18/2021,1080097,18100,16179680,19464524,291,10270865,10298192,92,0.9981,92090,111.5307
Indonesia,"270,203,917",18.07,71.5,-0.789275,113.921327,Asia,10/18/2021,4235384,142999,171169816,29186549,626,275501339,271857970,4,1.0064,1904569,144.6529
Zambia,"17,861,030",36.19,63.5,-13.133897,27.849332,Africa,10/18/2021,209536,3658,849060,2544381,15,20017675,18927715,63,1.028,752612,26.5976
India,"1,366,417,754",17.86,69.4,20.593684,78.96288,Asia,10/18/2021,34094373,452454,978954738,591924874,13058,1417173173,1396387127,2,1.0068,3287590,431.0675
Spain,"47,076,781",7.9,83.3,40.463667,-3.74922,Europe,10/18/2021,4988878,87030,71072261,60948542,4492,47558630,47363807,30,1.0015,505992,93.9909
United States,"328,239,523",11.6,78.5,37.09024,-95.712891,North America,10/18/2021,45117800,728105,414826221,611405019,100014,338289857,335942003,3,1.0038,9372610,36.0935
Turkey,"83,429,615",16.03,77.4,38.963745,35.243322,Asia,10/18/2021,7683517,67837,114207634,92657011,29240,85341241,84135428,18,1.0067,783562,108.9145
Ukraine,"44,385,155",8.7,71.6,48.379433,31.16558,Europe,10/18/2021,2767743,64797,14639324,13581768,10415,39701739,43909666,38,0.912,603500,65.7858
France,"67,059,887",11.3,82.5,46.227638,2.213749,Europe,10/18/2021,7134721,117348,98062375,151613524,1057,64626628,64480053,23,1.0015,551695,117.1419
Mexico,"126,014,024",17.6,75,23.634501,-102.552784,North America,10/18/2021,3758469,284477,112198441,10772529,1413,127504125,125998302,10,1.0063,1964375,64.9082
Australia,"25,766,605",12.6,82.7,-25.274398,133.775136,Oceania,10/18/2021,147301,1558,32854557,41192051,2038,26177413,25670051,55,1.0099,7692024,3.4032
United Arab Emirates,"9,770,529",10.33,77.8,23.424076,53.847818,Asia,10/18/2021,738690,2120,20699820,89511303,104,9441129,9287289,97,1.0081,83600,112.9322
South Korea,"51,709,098",6.4,82.6,35.907757,127.766922,Asia,10/18/2021,344518,2689,73141636,31720668,1073,51815810,51844690,29,0.9997,100210,517.0722
Thailand,"69,625,582",10.34,76.9,15.870032,100.992541,Asia,10/18/2021,1793812,18336,65677794,14639524,10111,71697030,71475664,20,1.0013,513120,139.7276
Latvia,"1,912,789",10,74.7,56.879635,24.603189,Europe,10/18/2021,186869,2897,1802703,4635105,1255,1850651,1897052,151,0.9876,64559,28.666
Nepal,"28,608,710",19.89,70.5,28.394857,84.124008,Asia,10/18/2021,805560,11293,14885262,4961781,523,30547580,29348627,49,1.0171,147181,207.5511
Croatia,"4,067,500",9,78.1,45.1,15.2,Europe,10/18/2021,428233,8907,3524319,2974167,319,4030358,4096868,130,0.9927,56594,71.2153
Estonia,"1,331,824",10.9,78.2,58.595272,25.013607,Europe,10/18/2021,173335,1429,1409445,2046638,821,1326062,1329444,156,0.998,45227,29.3201
Switzerland,"8,574,832",10,83.6,46.818188,8.227512,Europe,10/18/2021,856957,11162,10895950,10970948,2366,8740472,8638613,101,1.0056,41284,211.7157
Uruguay,"3,461,734",13.86,77.8,-32.522779,-55.765835,South America,10/18/2021,391167,6069,6526072,3711350,123,3422794,3429086,133,0.999,181034,18.9069
Italy,"60,297,396",7.3,82.9,41.87194,12.56738,Europe,10/18/2021,4719493,131585,87961726,97944298,1594,59037474,59500579,25,0.9966,301336,195.9191
Sri Lanka,"21,803,000",15.83,76.8,7.873054,80.771797,Asia,10/18/2021,532218,13507,27563673,5950600,570,21832143,21715079,61,1.0027,65610,332.7563
Albania,"2,854,191",11.78,78.5,41.153332,20.168331,Europe,10/18/2021,178188,2829,1842661,1219427,217,2842321,2866849,138,0.9957,28748,98.8702
Malaysia,"32,447,385",16.75,76,4.210484,101.975766,Asia,10/18/2021,2396121,27993,48534846,32836742,5434,33938221,33199993,45,1.0109,330803,102.5934
Japan,"126,226,568",7.4,84.2,36.204824,138.252924,Asia,10/18/2021,1718554,18118,180976061,24712021,230,123951692,125244761,11,0.9947,377930,327.9753
Bulgaria,"6,975,761",8.9,74.9,42.733883,25.48583,Europe,10/18/2021,545598,22488,2634699,5114963,4979,6781953,6979175,108,0.9849,110879,61.1654
Greece,"10,716,322",8.1,81.3,39.074208,21.824312,Europe,10/18/2021,697033,15418,12624894,23344586,3147,10384971,10512232,90,0.9942,131990,78.68
Bhutan,"727,145",17.26,71.5,27.514162,90.433601,Asia,10/18/2021,2617,3,1103506,1179234,0,782455,772506,165,1.0064,38394,20.3796
Bolivia,"11,513,100",21.75,71.2,-16.290154,-63.588653,South America,10/18/2021,507134,18834,7204477,2538592,480,12224110,11936162,80,1.012,1098581,11.1272
Israel,"9,053,300",20.8,82.8,31.046051,34.851612,Asia,10/18/2021,1317758,8010,15828880,28465759,1441,9038309,8757489,98,1.0155,20770,435.1617
Ecuador,"17,373,662",19.72,76.8,-1.831239,-78.183406,South America,10/19/2021,514087,32937,21492532,1794688,411,18001000,17588595,67,1.0114,276841,65.0229
Jamaica,"2,948,279",16.1,74.4,18.109581,-77.297508,North America,10/19/2021,87667,2123,879843,628049,81,2827377,2820436,139,0.9999,10991,257.2447
Chile,"18,952,038",12.43,80,-35.675147,-71.542969,South America,10/19/2021,1672998,37623,34652749,22584614,933,19603733,19300315,65,1.0057,756102,25.9274
Luxembourg,"645,397",10.3,82.1,49.815273,6.129583,Europe,10/19/2021,80085,840,808473,3565989,103,647599,630399,168,1.0129,2586,250.425
Guatemala,"16,604,026",24.56,74.1,15.783471,-90.230759,North America,10/19/2021,589986,14436,8167013,2800027,1724,17843908,17362718,68,1.0134,108889,163.8725
Norway,"5,347,896",10.4,82.8,60.472024,8.468946,Europe,10/19/2021,197504,884,7997035,7942308,608,5434319,5379839,120,1.0058,323802,16.7828
South Korea,"51,709,098",6.4,82.6,35.907757,127.766922,Asia,10/19/2021,346088,2698,73628212,31860706,1570,51815810,51844690,29,0.9997,100210,517.0722
Serbia,"6,944,975",9.2,75.5,44.016521,21.005859,Europe,10/19/2021,1062960,9214,6721216,6045768,7664,7221365,7358005,105,0.9897,88361,81.7257
Australia,"25,766,605",12.6,82.7,-25.274398,133.775136,Oceania,10/19/2021,149398,1577,33129907,41371800,2097,26177413,25670051,55,1.0099,7692024,3.4032
Greece,"10,716,322",8.1,81.3,39.074208,21.824312,Europe,10/19/2021,700959,15447,12652171,23720970,3926,10384971,10512232,90,0.9942,131990,78.68
Bolivia,"11,513,100",21.75,71.2,-16.290154,-63.588653,South America,10/19/2021,507134,18877,7281233,2545103,0,12224110,11936162,80,1.012,1098581,11.1272
United States,"328,239,523",11.6,78.5,37.09024,-95.712891,North America,10/19/2021,45199073,730243,415640576,613123996,81273,338289857,335942003,3,1.0038,9372610,36.0935
Mongolia,"3,225,167",24.13,69.7,46.862496,103.846656,Asia,10/19/2021,505537,1591,4390773,4143744,6634,3398366,3294335,134,1.0151,1564110,2.1727
Switzerland,"8,574,832",10,83.6,46.818188,8.227512,Europe,10/19/2021,858198,11168,10920209,10995376,1241,8740472,8638613,101,1.0056,41284,211.7157
Bulgaria,"6,975,761",8.9,74.9,42.733883,25.48583,Europe,10/19/2021,550555,22612,2643788,5162258,4957,6781953,6979175,108,0.9849,110879,61.1654
Zambia,"17,861,030",36.19,63.5,-13.133897,27.849332,Africa,10/19/2021,209549,3658,851990,2547657,13,20017675,18927715,63,1.028,752612,26.5976
Lithuania,"2,786,844",10,75.7,55.169438,23.881275,Europe,10/19/2021,372585,5489,3323701,5611921,2466,2750055,2820267,141,0.9869,65300,42.1142
Canada,"36,991,981",10.1,81.9,56.130366,-106.346771,North America,10/19/2021,1692330,28697,57837476,45212799,2265,38454327,37888705,39,1.0078,9984670,3.8513
Georgia,"3,720,382",13.47,73.6,42.315407,43.356892,Asia,10/19/2021,670552,9546,1920934,8060877,5739,3744385,3765912,131,0.9964,69700,53.7214
United Arab Emirates,"9,770,529",10.33,77.8,23.424076,53.847818,Asia,10/19/2021,738812,2122,20740855,89838641,122,9441129,9287289,97,1.0081,83600,112.9322
United Kingdom,"66,834,405",11,81.3,55.378051,-3.435973,Europe,10/19/2021,8553536,138952,99427187,310029346,43377,67508936,67059474,21,1.0034,242900,277.9289
Zimbabwe,"14,645,468",30.68,61.2,-19.015438,29.154857,Africa,10/19/2021,132405,4659,5738351,1338207,37,16320537,15669666,74,1.0204,390757,41.7665
Azerbaijan,"10,023,318",14,72.9,40.143105,47.576927,Asia,10/19/2021,505554,6793,9226083,5044744,2102,10358074,10284951,91,1.0044,86600,119.6082
Denmark,"5,818,553",10.6,81,56.26392,9.501785,Europe,10/19/2021,370159,2690,8947123,41990055,756,5882261,5825641,115,1.0048,43094,136.4984
Equatorial Guinea,"1,355,986",33.24,58.4,1.650801,10.267895,Africa,10/19/2021,13020,161,422768,235199,0,1674908,1596049,152,1.0247,28051,59.7094
Mexico,"126,014,024",17.6,75,23.634501,-102.552784,North America,10/19/2021,3762689,284925,112603277,10796039,4220,127504125,125998302,10,1.0063,1964375,64.9082
