Country,Population,Birth_Rate,Life_expectancy,Latitude,Longitude,continent,date,total_cases,total_deaths,total_vaccinations,total_tests,new_cases,2022_Population,2020_Population,Rank,Growth_Rate,Area,Density
Morocco,"36,910,560",18.94,76.5,31.791702,-7.09262,Africa,2/18/2021,480056,8524,2233123,5079337,477,37457971,36688772,40,1.0103,446550,83.883
Japan,"126,226,568",7.4,84.2,36.204824,138.252924,Asia,2/18/2021,421986,7299,611,7320031,1536,123951692,125244761,11,0.9947,377930,327.9753
Hungary,"9,769,949",9.6,75.8,47.162494,19.503304,Europe,2/18/2021,394023,14035,544253,2984042,2853,9967308,9750573,94,1.0265,93028,107.1431
United Arab Emirates,"9,770,529",10.33,77.8,23.424076,53.847818,Asia,2/18/2021,361877,1073,5373730,28827544,3294,9441129,9287289,97,1.0081,83600,112.9322
Albania,"2,854,191",11.78,78.5,41.153332,20.168331,Europe,2/18/2021,96838,1617,3049,406318,1112,2842321,2866849,138,0.9957,28748,98.8702
United Kingdom,"66,834,405",11,81.3,55.378051,-3.435973,Europe,2/18/2021,4087252,119472,17465127,76972421,12061,67508936,67059474,21,1.0034,242900,277.9289
Belgium,"11,484,055",10.3,81.6,50.503887,4.469936,Europe,2/18/2021,746302,21821,710272,9118570,2420,11655930,11561717,81,1.0038,30528,381.8111
New Zealand,"4,841,000",11.98,81.9,-40.900557,174.885971,Oceania,2/18/2021,2348,26,4,1629853,4,5185288,5061133,123,1.0108,270467,19.1716
Portugal,"10,269,417",8.5,81.3,39.399872,-8.224454,Europe,2/18/2021,792829,15754,632733,7980757,1944,10270865,10298192,92,0.9981,92090,111.5307
Israel,"9,053,300",20.8,82.8,31.046051,34.851612,Asia,2/18/2021,741934,5509,7090649,12045920,3305,9038309,8757489,98,1.0155,20770,435.1617
Italy,"60,297,396",7.3,82.9,41.87194,12.56738,Europe,2/18/2021,2765412,94887,3404241,37204747,13755,59037474,59500579,25,0.9966,301336,195.9191
Estonia,"1,331,824",10.9,78.2,58.595272,25.013607,Europe,2/18/2021,55295,514,82273,882709,995,1326062,1329444,156,0.998,45227,29.3201
Zimbabwe,"14,645,468",30.68,61.2,-19.015438,29.154857,Africa,2/18/2021,35543,1420,39,363485,120,16320537,15669666,74,1.0204,390757,41.7665
Romania,"19,356,544",9.6,75.4,45.943161,24.96676,Europe,2/18/2021,771843,19659,1271812,6035323,3058,19659267,19442038,64,1.0171,238391,82.4665
Bolivia,"11,513,100",21.75,71.2,-16.290154,-63.588653,South America,2/18/2021,239524,11353,10167,657039,1029,12224110,11936162,80,1.012,1098581,11.1272
Sri Lanka,"21,803,000",15.83,76.8,7.873054,80.771797,Asia,2/19/2021,78937,433,263779,2004155,517,21832143,21715079,61,1.0027,65610,332.7563
Latvia,"1,912,789",10,74.7,56.879635,24.603189,Europe,2/19/2021,80040,1533,45340,1361449,689,1850651,1897052,151,0.9876,64559,28.666
Peru,"32,510,453",17.95,76.5,-9.189967,-75.015152,South America,2/19/2021,1261804,116299,171864,7162772,9667,34049588,33304756,44,1.0099,1285216,26.4933
Belgium,"11,484,055",10.3,81.6,50.503887,4.469936,Europe,2/19/2021,749739,21859,741841,9160943,3437,11655930,11561717,81,1.0038,30528,381.8111
New Zealand,"4,841,000",11.98,81.9,-40.900557,174.885971,Oceania,2/19/2021,2350,26,33,1640686,2,5185288,5061133,123,1.0108,270467,19.1716
Estonia,"1,331,824",10.9,78.2,58.595272,25.013607,Europe,2/19/2021,56246,518,87046,888435,951,1326062,1329444,156,0.998,45227,29.3201
United Kingdom,"66,834,405",11,81.3,55.378051,-3.435973,Europe,2/19/2021,4099283,120005,17852327,77486562,12031,67508936,67059474,21,1.0034,242900,277.9289
Norway,"5,347,896",10.4,82.8,60.472024,8.468946,Europe,2/19/2021,68107,607,406694,3645615,283,5434319,5379839,120,1.0058,323802,16.7828
Slovenia,"2,087,946",9.4,81,46.151241,14.995463,Europe,2/19/2021,183396,3762,147616,882496,912,2119844,2117641,148,1.0002,20273,104.5649
United Arab Emirates,"9,770,529",10.33,77.8,23.424076,53.847818,Asia,2/19/2021,365017,1093,5466831,28997070,3140,9441129,9287289,97,1.0081,83600,112.9322
Morocco,"36,910,560",18.94,76.5,31.791702,-7.09262,Africa,2/19/2021,480504,8540,2362150,5089223,448,37457971,36688772,40,1.0103,446550,83.883
Poland,"37,970,874",10.2,77.6,51.919438,19.145136,Europe,2/19/2021,1623218,41823,2660776,9147093,8772,39857145,38428366,37,1.0404,312679,127.4698
Greece,"10,716,322",8.1,81.3,39.074208,21.824312,Europe,2/19/2021,177494,6249,664347,4876069,1435,10384971,10512232,90,0.9942,131990,78.68
Malta,"502,653",9.2,82.3,35.937496,14.375416,Europe,2/19/2021,20563,301,62059,668617,154,533286,515357,173,1.0124,316,1687.6139
Iceland,"361,313",12,82.7,64.963051,-19.020835,Europe,2/19/2021,6045,29,25718,274708,1,372899,366669,179,1.0069,103000,3.6204
Albania,"2,854,191",11.78,78.5,41.153332,20.168331,Europe,2/19/2021,97909,1636,4177,410166,1071,2842321,2866849,138,0.9957,28748,98.8702
Brazil,"212,559,417",13.92,75.7,-14.235004,-51.92528,South America,2/19/2021,10091961,245083,6813168,34018639,52157,215313498,213196304,7,1.0046,8515767,25.2841
Israel,"9,053,300",20.8,82.8,31.046051,34.851612,Asia,2/19/2021,744513,5526,7168415,12107754,2579,9038309,8757489,98,1.0155,20770,435.1617
Liechtenstein,"38,019",9.9,83,47.1410392,9.520935,Europe,2/19/2021,2619,55,1816,27301,2,39327,38756,216,1.0074,160,245.7937
Lithuania,"2,786,844",10,75.7,55.169438,23.881275,Europe,2/19/2021,192986,3145,190752,2066951,793,2750055,2820267,141,0.9869,65300,42.1142
Switzerland,"8,574,832",10,83.6,46.818188,8.227512,Europe,2/19/2021,547775,9925,675479,4499135,1021,8740472,8638613,101,1.0056,41284,211.7157
Canada,"36,991,981",10.1,81.9,56.130366,-106.346771,North America,2/19/2021,844483,22094,1430536,23486748,3145,38454327,37888705,39,1.0078,9984670,3.8513
Austria,"8,877,067",9.7,81.6,47.516231,14.550072,Europe,2/19/2021,441659,8348,584050,12892721,1818,8939617,8907777,99,1.002,83871,106.5877
Portugal,"10,269,417",8.5,81.3,39.399872,-8.224454,Europe,2/19/2021,794769,15821,672667,8014644,1940,10270865,10298192,92,0.9981,92090,111.5307
Mexico,"126,014,024",17.6,75,23.634501,-102.552784,North America,2/19/2021,2030491,178965,1574158,5045821,7829,127504125,125998302,10,1.0063,1964375,64.9082
Japan,"126,226,568",7.4,84.2,36.204824,138.252924,Asia,2/19/2021,423287,7365,5039,7394986,1301,123951692,125244761,11,0.9947,377930,327.9753
Chile,"18,952,038",12.43,80,-35.675147,-71.542969,South America,2/19/2021,791939,19897,2898586,8927327,3797,19603733,19300315,65,1.0057,756102,25.9274
Panama,"4,246,439",18.98,78.3,8.537981,-80.782127,North America,2/19/2021,335339,5711,40830,1827780,876,4408581,4294396,128,1.0132,75417,58.4561
Colombia,"50,339,443",14.88,77.1,4.570868,-74.297333,South America,2/19/2021,2217001,58511,21307,11048103,4476,51874024,50930662,28,1.0069,1141748,45.4339
France,"67,059,887",11.3,82.5,46.227638,2.213749,Europe,2/19/2021,3601771,83976,3839597,50676202,24116,64626628,64480053,23,1.0015,551695,117.1419
United States,"328,239,523",11.6,78.5,37.09024,-95.712891,North America,2/19/2021,28144844,497080,70817740,335751818,75512,338289857,335942003,3,1.0038,9372610,36.0935
India,"1,366,417,754",17.86,69.4,20.593684,78.96288,Asia,2/19/2021,10977387,156212,10449942,209474862,13993,1417173173,1396387127,2,1.0068,3287590,431.0675
Bolivia,"11,513,100",21.75,71.2,-16.290154,-63.588653,South America,2/19/2021,240676,11390,10167,663675,1152,12224110,11936162,80,1.012,1098581,11.1272
Argentina,"44,938,712",17.02,76.5,-38.416097,-63.616672,South America,2/19/2021,2054681,51000,668654,7441410,7886,45510318,45036032,33,1.0052,2780400,16.3683
Luxembourg,"645,397",10.3,82.1,49.815273,6.129583,Europe,2/19/2021,53782,622,30570,2050518,220,647599,630399,168,1.0129,2586,250.425
Dominican Republic,"10,738,958",19.51,73.9,18.735693,-70.162651,North America,2/19/2021,233598,3024,10200,1172161,818,11228821,10999664,84,1.01,48671,230.7087
Maldives,"530,953",14.2,78.6,3.202778,73.22068,Asia,2/19/2021,18467,58,64048,478298,127,523787,514438,174,1.0045,300,1745.9567
Italy,"60,297,396",7.3,82.9,41.87194,12.56738,Europe,2/19/2021,2780882,95235,3497898,37501875,15470,59037474,59500579,25,0.9966,301336,195.9191
Ecuador,"17,373,662",19.72,76.8,-1.831239,-78.183406,South America,2/19/2021,271276,15474,43474,907601,1416,18001000,17588595,67,1.0114,276841,65.0229
Hungary,"9,769,949",9.6,75.8,47.162494,19.503304,Europe,2/19/2021,397116,14145,600048,3006702,3093,9967308,9750573,94,1.0265,93028,107.1431
South Africa,"58,558,270",20.51,63.9,-30.559482,22.937506,Africa,2/19/2021,1500677,48859,6524,8838937,1911,59893885,58801927,24,1.0084,1221037,49.0517
Bulgaria,"6,975,761",8.9,74.9,42.733883,25.48583,Europe,2/19/2021,235891,9821,104268,1567390,1463,6781953,6979175,108,0.9849,110879,61.1654
Denmark,"5,818,553",10.6,81,56.26392,9.501785,Europe,2/19/2021,206617,2327,433556,15742106,552,5882261,5825641,115,1.0048,43094,136.4984
Turkey,"83,429,615",16.03,77.4,38.963745,35.243322,Asia,2/19/2021,2624019,27903,6361699,32057876,7419,85341241,84135428,18,1.0067,783562,108.9145
United Kingdom,"66,834,405",11,81.3,55.378051,-3.435973,Europe,2/20/2021,4109694,120450,18197269,77880468,10411,67508936,67059474,21,1.0034,242900,277.9289
Lithuania,"2,786,844",10,75.7,55.169438,23.881275,Europe,2/20/2021,193562,3162,191764,2073247,576,2750055,2820267,141,0.9869,65300,42.1142
India,"1,366,417,754",17.86,69.4,20.593684,78.96288,Asia,2/20/2021,10991651,156302,10838323,210261480,14264,1417173173,1396387127,2,1.0068,3287590,431.0675
United States,"328,239,523",11.6,78.5,37.09024,-95.712891,North America,2/20/2021,28218623,499013,72122309,336813472,73779,338289857,335942003,3,1.0038,9372610,36.0935
Malta,"502,653",9.2,82.3,35.937496,14.375416,Europe,2/20/2021,20762,303,63308,672137,199,533286,515357,173,1.0124,316,1687.6139
Bulgaria,"6,975,761",8.9,74.9,42.733883,25.48583,Europe,2/20/2021,236439,9839,108356,1580691,548,6781953,6979175,108,0.9849,110879,61.1654
Norway,"5,347,896",10.4,82.8,60.472024,8.468946,Europe,2/20/2021,68315,607,407489,3654528,208,5434319,5379839,120,1.0058,323802,16.7828
Maldives,"530,953",14.2,78.6,3.202778,73.22068,Asia,2/20/2021,18612,60,70009,482181,145,523787,514438,174,1.0045,300,1745.9567
Poland,"37,970,874",10.2,77.6,51.919438,19.145136,Europe,2/20/2021,1631727,42077,2697815,9197128,8509,39857145,38428366,37,1.0404,312679,127.4698
Peru,"32,510,453",17.95,76.5,-9.189967,-75.015152,South America,2/20/2021,1269523,116833,197982,7214178,7719,34049588,33304756,44,1.0099,1285216,26.4933
Argentina,"44,938,712",17.02,76.5,-38.416097,-63.616672,South America,2/20/2021,2060625,51122,707148,7482482,5944,45510318,45036032,33,1.0052,2780400,16.3683
Dominican Republic,"10,738,958",19.51,73.9,18.735693,-70.162651,North America,2/20/2021,234502,3028,13087,1178227,904,11228821,10999664,84,1.01,48671,230.7087
Switzerland,"8,574,832",10,83.6,46.818188,8.227512,Europe,2/20/2021,547775,9935,682741,4514736,0,8740472,8638613,101,1.0056,41284,211.7157
Portugal,"10,269,417",8.5,81.3,39.399872,-8.224454,Europe,2/20/2021,796339,15897,710442,8036492,1570,10270865,10298192,92,0.9981,92090,111.5307
New Zealand,"4,841,000",11.98,81.9,-40.900557,174.885971,Oceania,2/20/2021,2350,26,98,1651035,0,5185288,5061133,123,1.0108,270467,19.1716
Sri Lanka,"21,803,000",15.83,76.8,7.873054,80.771797,Asia,2/20/2021,79480,435,302857,2017091,543,21832143,21715079,61,1.0027,65610,332.7563
Hungary,"9,769,949",9.6,75.8,47.162494,19.503304,Europe,2/20/2021,400111,14252,636240,3029608,2995,9967308,9750573,94,1.0265,93028,107.1431
Luxembourg,"645,397",10.3,82.1,49.815273,6.129583,Europe,2/20/2021,53782,622,30995,2058246,0,647599,630399,168,1.0129,2586,250.425
South Africa,"58,558,270",20.51,63.9,-30.559482,22.937506,Africa,2/20/2021,1502367,48940,10414,8867659,1690,59893885,58801927,24,1.0084,1221037,49.0517
Netherlands,"17,332,850",9.7,81.8,52.132633,5.291266,Europe,2/20/2021,1058672,15227,1037874,8058537,4674,17564014,17434557,71,1.0036,41850,419.6897
France,"67,059,887",11.3,82.5,46.227638,2.213749,Europe,2/20/2021,3624142,84133,3886540,50891609,22371,64626628,64480053,23,1.0015,551695,117.1419
Canada,"36,991,981",10.1,81.9,56.130366,-106.346771,North America,2/20/2021,847056,22135,1482365,23616086,2573,38454327,37888705,39,1.0078,9984670,3.8513
Nepal,"28,608,710",19.89,70.5,28.394857,84.124008,Asia,2/20/2021,273351,2061,402264,2136309,88,30547580,29348627,49,1.0171,147181,207.5511
United Arab Emirates,"9,770,529",10.33,77.8,23.424076,53.847818,Asia,2/20/2021,368175,1108,5553391,29162427,3158,9441129,9287289,97,1.0081,83600,112.9322
Bangladesh,"167,310,838",18.18,72.3,23.684994,90.356331,Asia,2/20/2021,543024,8342,2082877,3930708,350,171186372,167420951,8,1.0108,147570,1160.035
Colombia,"50,339,443",14.88,77.1,4.570868,-74.297333,South America,2/20/2021,2222018,58685,33140,11094314,5017,51874024,50930662,28,1.0069,1141748,45.4339
Panama,"4,246,439",18.98,78.3,8.537981,-80.782127,North America,2/20/2021,336037,5727,45535,1836811,698,4408581,4294396,128,1.0132,75417,58.4561
Cyprus,"1,198,575",10.46,80.8,35.126413,33.429859,Europe,2/20/2021,33557,230,56791,2018180,111,1251488,1237537,158,1.0059,9251,135.2814
Denmark,"5,818,553",10.6,81,56.26392,9.501785,Europe,2/20/2021,207081,2333,444120,15839730,464,5882261,5825641,115,1.0048,43094,136.4984
Estonia,"1,331,824",10.9,78.2,58.595272,25.013607,Europe,2/20/2021,57033,528,87856,893031,787,1326062,1329444,156,0.998,45227,29.3201
Slovenia,"2,087,946",9.4,81,46.151241,14.995463,Europe,2/20/2021,184352,3769,150159,884563,956,2119844,2117641,148,1.0002,20273,104.5649
Belgium,"11,484,055",10.3,81.6,50.503887,4.469936,Europe,2/20/2021,752379,21887,747965,9195167,2640,11655930,11561717,81,1.0038,30528,381.8111
Morocco,"36,910,560",18.94,76.5,31.791702,-7.09262,Africa,2/20/2021,480948,8548,2461192,5099195,444,37457971,36688772,40,1.0103,446550,83.883
Greece,"10,716,322",8.1,81.3,39.074208,21.824312,Europe,2/20/2021,178918,6272,693436,4919379,1424,10384971,10512232,90,0.9942,131990,78.68
Turkey,"83,429,615",16.03,77.4,38.963745,35.243322,Asia,2/20/2021,2631876,27983,6533510,32176787,7857,85341241,84135428,18,1.0067,783562,108.9145
Romania,"19,356,544",9.6,75.4,45.943161,24.96676,Europe,2/20/2021,777276,19795,1342864,6107704,2721,19659267,19442038,64,1.0171,238391,82.4665
Ecuador,"17,373,662",19.72,76.8,-1.831239,-78.183406,South America,2/20/2021,273097,15513,43475,914298,1821,18001000,17588595,67,1.0114,276841,65.0229
Italy,"60,297,396",7.3,82.9,41.87194,12.56738,Europe,2/20/2021,2795796,95486,3576497,37807953,14914,59037474,59500579,25,0.9966,301336,195.9191
Latvia,"1,912,789",10,74.7,56.879635,24.603189,Europe,2/20/2021,81109,1538,46102,1372614,1069,1850651,1897052,151,0.9876,64559,28.666
Liechtenstein,"38,019",9.9,83,47.1410392,9.520935,Europe,2/20/2021,2619,55,1816,27345,0,39327,38756,216,1.0074,160,245.7937
Israel,"9,053,300",20.8,82.8,31.046051,34.851612,Asia,2/20/2021,744513,5526,7228765,12126954,0,9038309,8757489,98,1.0155,20770,435.1617
Mexico,"126,014,024",17.6,75,23.634501,-102.552784,North America,2/20/2021,2038276,179797,1656304,5057618,7785,127504125,125998302,10,1.0063,1964375,64.9082
Chile,"18,952,038",12.43,80,-35.675147,-71.542969,South America,2/20/2021,795845,19974,2908227,8979280,3906,19603733,19300315,65,1.0057,756102,25.9274
Brazil,"212,559,417",13.92,75.7,-14.235004,-51.92528,South America,2/20/2021,10144332,246114,6950802,34146745,52371,215313498,213196304,7,1.0046,8515767,25.2841
Bolivia,"11,513,100",21.75,71.2,-16.290154,-63.588653,South America,2/20/2021,241771,11417,10313,668987,1095,12224110,11936162,80,1.012,1098581,11.1272
Bolivia,"11,513,100",21.75,71.2,-16.290154,-63.588653,South America,2/21/2021,242292,11441,10313,673316,521,12224110,11936162,80,1.012,1098581,11.1272
India,"1,366,417,754",17.86,69.4,20.593684,78.96288,Asia,2/21/2021,11005850,156385,11085173,210931530,14199,1417173173,1396387127,2,1.0068,3287590,431.0675
Sri Lanka,"21,803,000",15.83,76.8,7.873054,80.771797,Asia,2/21/2021,79999,445,338769,2028870,519,21832143,21715079,61,1.0027,65610,332.7563
Belgium,"11,484,055",10.3,81.6,50.503887,4.469936,Europe,2/21/2021,754473,21903,750240,9212254,2094,11655930,11561717,81,1.0038,30528,381.8111
Dominican Republic,"10,738,958",19.51,73.9,18.735693,-70.162651,North America,2/21/2021,235462,3038,14264,1181810,960,11228821,10999664,84,1.01,48671,230.7087
United States,"328,239,523",11.6,78.5,37.09024,-95.712891,North America,2/21/2021,28274157,500240,72716849,337499353,55534,338289857,335942003,3,1.0038,9372610,36.0935
Chile,"18,952,038",12.43,80,-35.675147,-71.542969,South America,2/21/2021,799460,20042,2909389,9029308,3615,19603733,19300315,65,1.0057,756102,25.9274
Mexico,"126,014,024",17.6,75,23.634501,-102.552784,North America,2/21/2021,2041380,180107,1689158,5063301,3104,127504125,125998302,10,1.0063,1964375,64.9082
Estonia,"1,331,824",10.9,78.2,58.595272,25.013607,Europe,2/21/2021,57616,535,88689,898831,583,1326062,1329444,156,0.998,45227,29.3201
Peru,"32,510,453",17.95,76.5,-9.189967,-75.015152,South America,2/21/2021,1283309,117745,202538,7259287,13786,34049588,33304756,44,1.0099,1285216,26.4933
Maldives,"530,953",14.2,78.6,3.202778,73.22068,Asia,2/21/2021,18769,60,75013,486534,157,523787,514438,174,1.0045,300,1745.9567
Australia,"25,766,605",12.6,82.7,-25.274398,133.775136,Oceania,2/21/2021,28930,909,20,14053806,4,26177413,25670051,55,1.0099,7692024,3.4032
New Zealand,"4,841,000",11.98,81.9,-40.900557,174.885971,Oceania,2/21/2021,2357,26,168,1658429,7,5185288,5061133,123,1.0108,270467,19.1716
Ecuador,"17,373,662",19.72,76.8,-1.831239,-78.183406,South America,2/21/2021,274673,15536,45352,919749,1576,18001000,17588595,67,1.0114,276841,65.0229
Spain,"47,076,781",7.9,83.3,40.463667,-3.74922,Europe,2/21/2021,3133122,67101,3090351,33046340,0,47558630,47363807,30,1.0015,505992,93.9909
Argentina,"44,938,712",17.02,76.5,-38.416097,-63.616672,South America,2/21/2021,2064334,51198,720267,7510560,3709,45510318,45036032,33,1.0052,2780400,16.3683
Italy,"60,297,396",7.3,82.9,41.87194,12.56738,Europe,2/21/2021,2809246,95718,3627753,38058939,13450,59037474,59500579,25,0.9966,301336,195.9191
Norway,"5,347,896",10.4,82.8,60.472024,8.468946,Europe,2/21/2021,68532,607,407759,3662194,217,5434319,5379839,120,1.0058,323802,16.7828
Hungary,"9,769,949",9.6,75.8,47.162494,19.503304,Europe,2/21/2021,403023,14299,654462,3052775,2912,9967308,9750573,94,1.0265,93028,107.1431
Bulgaria,"6,975,761",8.9,74.9,42.733883,25.48583,Europe,2/21/2021,236666,9854,119354,1586386,227,6781953,6979175,108,0.9849,110879,61.1654
Zimbabwe,"14,645,468",30.68,61.2,-19.015438,29.154857,Africa,2/21/2021,35796,1436,1314,368518,28,16320537,15669666,74,1.0204,390757,41.7665
South Africa,"58,558,270",20.51,63.9,-30.559482,22.937506,Africa,2/21/2021,1503796,49053,15388,8892515,1429,59893885,58801927,24,1.0084,1221037,49.0517
Denmark,"5,818,553",10.6,81,56.26392,9.501785,Europe,2/21/2021,207577,2338,454816,15936649,496,5882261,5825641,115,1.0048,43094,136.4984
Colombia,"50,339,443",14.88,77.1,4.570868,-74.297333,South America,2/21/2021,2226262,58834,39827,11142831,4244,51874024,50930662,28,1.0069,1141748,45.4339
Panama,"4,246,439",18.98,78.3,8.537981,-80.782127,North America,2/21/2021,336521,5742,47848,1842692,484,4408581,4294396,128,1.0132,75417,58.4561
France,"67,059,887",11.3,82.5,46.227638,2.213749,Europe,2/21/2021,3646188,84292,3896214,50935114,22046,64626628,64480053,23,1.0015,551695,117.1419
Portugal,"10,269,417",8.5,81.3,39.399872,-8.224454,Europe,2/21/2021,797525,15962,729484,8047346,1186,10270865,10298192,92,0.9981,92090,111.5307
Latvia,"1,912,789",10,74.7,56.879635,24.603189,Europe,2/21/2021,81519,1542,46922,1377433,410,1850651,1897052,151,0.9876,64559,28.666
Turkey,"83,429,615",16.03,77.4,38.963745,35.243322,Asia,2/21/2021,2638422,28060,6571830,32277892,6546,85341241,84135428,18,1.0067,783562,108.9145
Finland,"5,520,314",8.6,81.7,61.92411,25.748151,Europe,2/21/2021,54171,756,373451,3237485,318,5540745,5529468,118,1.0009,338424,16.3722
Poland,"37,970,874",10.2,77.6,51.919438,19.145136,Europe,2/21/2021,1638767,42171,2715159,9234183,7040,39857145,38428366,37,1.0404,312679,127.4698
Lithuania,"2,786,844",10,75.7,55.169438,23.881275,Europe,2/21/2021,194051,3171,191767,2076655,489,2750055,2820267,141,0.9869,65300,42.1142
Sweden,"10,285,453",11.4,82.5,60.128161,18.643501,Europe,2/21/2021,631166,12649,714885,5731789,0,10549347,10368969,87,1.0079,450295,23.4276
Israel,"9,053,300",20.8,82.8,31.046051,34.851612,Asia,2/21/2021,750043,5577,7386594,12175996,5530,9038309,8757489,98,1.0155,20770,435.1617
Malta,"502,653",9.2,82.3,35.937496,14.375416,Europe,2/21/2021,20892,304,64419,675119,130,533286,515357,173,1.0124,316,1687.6139
Greece,"10,716,322",8.1,81.3,39.074208,21.824312,Europe,2/21/2021,179802,6297,697245,4942518,884,10384971,10512232,90,0.9942,131990,78.68
Brazil,"212,559,417",13.92,75.7,-14.235004,-51.92528,South America,2/21/2021,10173817,246720,7028356,34175241,29485,215313498,213196304,7,1.0046,8515767,25.2841
Slovakia,"5,454,073",10.6,77.2,48.669026,19.699024,Europe,2/21/2021,549434,6505,448378,13853622,6982,5643453,5456681,116,1.0359,49037,115.0856
Liechtenstein,"38,019",9.9,83,47.1410392,9.520935,Europe,2/21/2021,2620,55,1816,27393,1,39327,38756,216,1.0074,160,245.7937
United Kingdom,"66,834,405",11,81.3,55.378051,-3.435973,Europe,2/21/2021,4119532,120665,18348165,78457219,9838,67508936,67059474,21,1.0034,242900,277.9289
United Arab Emirates,"9,770,529",10.33,77.8,23.424076,53.847818,Asia,2/21/2021,370425,1125,5554342,29360128,2250,9441129,9287289,97,1.0081,83600,112.9322
Pakistan,"216,565,318",28.25,67.1,30.375321,69.345116,Asia,2/21/2021,572334,12617,72882,8686242,1160,235824862,227196741,5,1.0191,881912,267.4018
Germany,"83,132,799",9.5,80.9,51.165691,10.451526,Europe,2/21/2021,2394515,67946,5182483,43992233,6094,83369843,83328988,19,0.9995,357114,233.4544
Canada,"36,991,981",10.1,81.9,56.130366,-106.346771,North America,2/21/2021,849464,22176,1523672,23728396,2408,38454327,37888705,39,1.0078,9984670,3.8513
Slovenia,"2,087,946",9.4,81,46.151241,14.995463,Europe,2/21/2021,184767,3776,150160,885991,415,2119844,2117641,148,1.0002,20273,104.5649
Switzerland,"8,574,832",10,83.6,46.818188,8.227512,Europe,2/21/2021,547775,9946,684400,4523291,0,8740472,8638613,101,1.0056,41284,211.7157
France,"67,059,887",11.3,82.5,46.227638,2.213749,Europe,2/22/2021,3650834,84625,4006674,51342142,4646,64626628,64480053,23,1.0015,551695,117.1419
Bulgaria,"6,975,761",8.9,74.9,42.733883,25.48583,Europe,2/22/2021,238591,9933,131063,1589178,1925,6781953,6979175,108,0.9849,110879,61.1654
Norway,"5,347,896",10.4,82.8,60.472024,8.468946,Europe,2/22/2021,68758,608,410590,3682733,226,5434319,5379839,120,1.0058,323802,16.7828
Mongolia,"3,225,167",24.13,69.7,46.862496,103.846656,Asia,2/22/2021,2693,2,0,1664104,55,3398366,3294335,134,1.0151,1564110,2.1727
South Africa,"58,558,270",20.51,63.9,-30.559482,22.937506,Africa,2/22/2021,1504588,49150,23059,8907857,792,59893885,58801927,24,1.0084,1221037,49.0517
Panama,"4,246,439",18.98,78.3,8.537981,-80.782127,North America,2/22/2021,337087,5756,61168,1852883,566,4408581,4294396,128,1.0132,75417,58.4561
Australia,"25,766,605",12.6,82.7,-25.274398,133.775136,Oceania,2/22/2021,28937,909,2789,14090307,7,26177413,25670051,55,1.0099,7692024,3.4032
Suriname,"581,372",18.54,71.6,3.919305,-56.027783,South America,2/22/2021,8869,169,0,13067,1,618040,607065,170,1.0082,163820,3.7727
Paraguay,"7,044,636",20.57,74.1,-23.442503,-58.443832,South America,2/22/2021,152658,3080,200,730141,940,6780744,6618695,109,1.0115,406752,16.6705
Colombia,"50,339,443",14.88,77.1,4.570868,-74.297333,South America,2/22/2021,2229663,58974,45166,11180513,3401,51874024,50930662,28,1.0069,1141748,45.4339
United Kingdom,"66,834,405",11,81.3,55.378051,-3.435973,Europe,2/22/2021,4130174,120842,18558969,79146207,10642,67508936,67059474,21,1.0034,242900,277.9289
Liechtenstein,"38,019",9.9,83,47.1410392,9.520935,Europe,2/22/2021,2624,55,2019,27606,4,39327,38756,216,1.0074,160,245.7937
Japan,"126,226,568",7.4,84.2,36.204824,138.252924,Asia,2/22/2021,426292,7549,11934,7495428,740,123951692,125244761,11,0.9947,377930,327.9753
Brazil,"212,559,417",13.92,75.7,-14.235004,-51.92528,South America,2/22/2021,10205663,247431,7297061,34184282,31846,215313498,213196304,7,1.0046,8515767,25.2841
Senegal,"16,296,364",34.52,67.7,14.497401,-14.452362,Africa,2/22/2021,33099,814,0,385305,172,17316449,16436119,72,1.0261,196722,88.025
Croatia,"4,067,500",9,78.1,45.1,15.2,Europe,2/22/2021,240017,5449,166146,1306694,72,4030358,4096868,130,0.9927,56594,71.2153
El Salvador,"6,453,553",18.25,73.1,13.794185,-88.89653,North America,2/22/2021,59235,1807,6000,749621,164,6336392,6292731,112,1.0035,21041,301.145
India,"1,366,417,754",17.86,69.4,20.593684,78.96288,Asia,2/22/2021,11016434,156463,11424094,211551746,10584,1417173173,1396387127,2,1.0068,3287590,431.0675
Chile,"18,952,038",12.43,80,-35.675147,-71.542969,South America,2/22/2021,803009,20126,3017532,9083958,3549,19603733,19300315,65,1.0057,756102,25.9274
Switzerland,"8,574,832",10,83.6,46.818188,8.227512,Europe,2/22/2021,550224,9958,704432,4549924,2449,8740472,8638613,101,1.0056,41284,211.7157
Denmark,"5,818,553",10.6,81,56.26392,9.501785,Europe,2/22/2021,208027,2343,468960,16085473,450,5882261,5825641,115,1.0048,43094,136.4984
Maldives,"530,953",14.2,78.6,3.202778,73.22068,Asia,2/22/2021,18930,60,80159,491534,161,523787,514438,174,1.0045,300,1745.9567
Lithuania,"2,786,844",10,75.7,55.169438,23.881275,Europe,2/22/2021,194333,3178,197245,2084279,282,2750055,2820267,141,0.9869,65300,42.1142
Latvia,"1,912,789",10,74.7,56.879635,24.603189,Europe,2/22/2021,81793,1546,48723,1380767,274,1850651,1897052,151,0.9876,64559,28.666
